country,additional_info,aka,designation,id,link,orgKey,source,hcp_id,hco_id
BRAZIL,,,,8437,,,openai,8437,B126
BRAZIL,,,,8860,,,orgIntel,8860,B127
BRAZIL,,,,8864,,,orgIntel,8864,B127
BRAZIL,,,,5238,,,openai,5238,B128
BRAZIL,,,,5346,,,openai,5346,B128
BRAZIL,,,,5479,,,openai,5479,B128
BRAZIL,,,,5493,,,openai,5493,B128
BRAZIL,,,,8109,,,openai,8109,B128
BRAZIL,,,,8109,,,openai,8109,B129
BRAZIL,,,,8117,,,openai,8117,B126
BRAZIL,,,,8117,,,openai,8117,B129
BRAZIL,,,,8121,,,openai,8121,B129
BRAZIL,,,,8231,,,openai,8231,B131
BRAZIL,,,,8235,,,openai,8235,B131
BRAZIL,,,,8239,,,Google Scholar,8239,B131
BRAZIL,,,,8243,,,openai,8243,B131
BRAZIL,,,,8247,,,openai,8247,B131
BRAZIL,,,,8247,,,openai,8247,B132
BRAZIL,,,,8784,,,openai,8784,B132
BRAZIL,,,,8788,,,openai,8788,B132
BRAZIL,,,,8792,,,openai,8792,B132
BRAZIL,,,,8796,,,openai,8796,B132
BRAZIL,,,,8796,,,openai,8796,B133
BRAZIL,,,,7368,,,openai,7368,B133
BRAZIL,,,,7389,,,openai,7389,B133
BRAZIL,,,,7545,,,openai,7545,B133
BRAZIL,,,,7666,,,openai,7666,B133
BRAZIL,,,,3890,,,openai,3890,B134
BRAZIL,,,,8629,,,openai,8629,B134
BRAZIL,,,,8629,,,openai,8629,B135
BRAZIL,,,,8633,,,Google Scholar,8633,B135
BRAZIL,,,,8637,,,openai,8637,B135
BRAZIL,,,,8641,,,openai,8641,B135
BRAZIL,,,,8645,,,orgIntel,8645,B135
BRAZIL,,,,8645,,,orgIntel,8645,B136
BRAZIL,,,,8533,,,openai,8533,B136
BRAZIL,,,,8537,,,orgIntel,8537,B136
BRAZIL,,,,8541,,,orgIntel,8541,B136
BRAZIL,,,,8545,,,openai,8545,B136
BRAZIL,,,,5878,,,openai,5878,B136
BRAZIL,,,,5878,,,openai,5878,B138
BRAZIL,,,,5927,,,orgIntel,5927,B138
BRAZIL,,,,6047,,,orgIntel,6047,B138
BRAZIL,,,,6402,,,openai,6402,B138
BRAZIL,,,,8153,,,openai,8153,B139
BRAZIL,,,,8157,,,openai,8157,B139
BRAZIL,,,,8161,,,openai,8161,B139
BRAZIL,,,,8165,,,openai,8165,B139
BRAZIL,,,,8169,,,orgIntel,8169,B139
BRAZIL,,,,8169,,,orgIntel,8169,B140
BRAZIL,,,,8868,,,openai,8868,B140
BRAZIL,,,,8868,,,openai,8868,B139
BRAZIL,,,,8872,,,orgIntel,8872,B140
BRAZIL,,,,8876,,,openai,8876,B140
BRAZIL,,,,8880,,,openai,8880,B140
BRAZIL,,,,8267,,,orgIntel,8267,B141
BRAZIL,,,,8275,,,orgIntel,8275,B141
BRAZIL,,,,8279,,,openai,8279,B141
BRAZIL,,,,8710,,,openai,8710,B141
BRAZIL,,,,8710,,,openai,8710,B142
BRAZIL,,,,8714,,,openai,8714,B142
BRAZIL,,,,8718,,,openai,8718,B142
BRAZIL,,,,8722,,,openai,8722,B142
BRAZIL,,,,8726,,,openai,8726,B142
BRAZIL,,,,4890,,,orgIntel,4890,B142
BRAZIL,,,,4890,,,orgIntel,4890,B143
BRAZIL,,,,4909,,,openai,4909,B143
BRAZIL,,,,4910,,,orgIntel,4910,B143
BRAZIL,,,,4910,,,orgIntel,4910,B144
BRAZIL,,,,3678,,,Google Scholar,3678,B144
BRAZIL,,,,3749,,,orgIntel,3749,B144
BRAZIL,,,,3749,,,orgIntel,3749,B145
BRAZIL,,,,3841,,,orgIntel,3841,B144
BRAZIL,,,,3857,,,openai,3857,B144
BRAZIL,,,,3881,,,Google Scholar,3881,B144
BRAZIL,,,,8587,,,openai,8587,B145
BRAZIL,,,,8591,,,openai,8591,B145
BRAZIL,,,,8595,,,openai,8595,B146
BRAZIL,,,,8595,,,openai,8595,B145
BRAZIL,,,,8475,,,openai,8475,B146
BRAZIL,,,,8479,,,openai,8479,B146
BRAZIL,,,,8483,,,openai,8483,B146
BRAZIL,,,,8487,,,openai,8487,B146
BRAZIL,,,,8491,,,openai,8491,B146
BRAZIL,,,,8924,,,orgIntel,8924,B146
BRAZIL,,,,8924,,,orgIntel,8924,B147
BRAZIL,,,,8928,,,orgIntel,8928,B147
BRAZIL,,,,8932,,,openai,8932,B147
BRAZIL,,,,6990,,,openai,6990,B148
BRAZIL,,,,6992,,,openai,6992,B148
BRAZIL,,,,6993,,,Google Scholar,6993,B148
BRAZIL,,,,7001,,,orgIntel,7001,B148
BRAZIL,,,,7005,,,openai,7005,B148
BRAZIL,,,,8073,,,openai,8073,B149
BRAZIL,,,,8077,,,openai,8077,B149
BRAZIL,,,,8081,,,openai,8081,B149
BRAZIL,,,,8085,,,openai,8085,B149
BRAZIL,,,,8089,,,openai,8089,B149
BRAZIL,,,,9054,,,openai,9054,B150
BRAZIL,,,,9143,,,openai,9143,B150
BRAZIL,,,,9501,,,orgIntel,9501,B150
BRAZIL,,,,8339,,,orgIntel,8339,B151
BRAZIL,,,,8694,,,openai,8694,B152
BRAZIL,,,,8698,,,openai,8698,B151
BRAZIL,,,,8698,,,openai,8698,B152
BRAZIL,,,,8702,,,openai,8702,B152
BRAZIL,,,,8706,,,openai,8706,B151
BRAZIL,,,,8706,,,openai,8706,B152
BRAZIL,,,,5590,,,orgIntel,5590,B153
BRAZIL,,,,5632,,,openai,5632,B153
BRAZIL,,,,5704,,,Google Scholar,5704,B153
BRAZIL,,,,5731,,,openai,5731,B153
BRAZIL,,,,5739,,,openai,5739,B153
BRAZIL,,,,3972,,,Google Scholar,3972,B154
BRAZIL,,,,4034,,,openai,4034,B152
BRAZIL,,,,4034,,,openai,4034,B154
BRAZIL,,,,4146,,,openai,4146,B154
BRAZIL,,,,4187,,,openai,4187,B154
BRAZIL,,,,8599,,,orgIntel,8599,B154
BRAZIL,,,,8599,,,orgIntel,8599,B155
BRAZIL,,,,8601,,,Google Scholar,8601,B155
BRAZIL,,,,8605,,,openai,8605,B155
BRAZIL,,,,8609,,,openai,8609,B156
BRAZIL,,,,8609,,,openai,8609,B155
BRAZIL,,,,8499,,,openai,8499,B156
BRAZIL,,,,8501,,,Google Scholar,8501,B156
BRAZIL,,,,7025,,,openai,7025,B156
BRAZIL,,,,7025,,,openai,7025,B158
BRAZIL,,,,7033,,,openai,7033,B158
BRAZIL,,,,7057,,,openai,7057,B158
BRAZIL,,,,7073,,,openai,7073,B158
BRAZIL,,,,8141,,,Google Scholar,8141,B159
BRAZIL,,,,8143,,,openai,8143,B158
BRAZIL,,,,8143,,,openai,8143,B159
BRAZIL,,,,8145,,,openai,8145,B159
BRAZIL,,,,8149,,,openai,8149,B159
BRAZIL,,,,8884,,,openai,8884,B160
BRAZIL,,,,8888,,,openai,8888,B171
BRAZIL,,,,8888,,,openai,8888,B160
BRAZIL,,,,8892,,,openai,8892,B160
BRAZIL,,,,8896,,,orgIntel,8896,B160
BRAZIL,,,,8900,,,openai,8900,B160
BRAZIL,,,,8441,,,Google Scholar,8441,B171
BRAZIL,,,,8445,,,openai,8445,B171
BRAZIL,,,,8449,,,openai,8449,B171
BRAZIL,,,,8451,,,openai,8451,B171
BRAZIL,,,,8649,,,Google Scholar,8649,B172
BRAZIL,,,,6939,,,openai,6939,B173
BRAZIL,,,,6948,,,openai,6948,B173
BRAZIL,,,,4312,,,openai,4312,B174
BRAZIL,,,,4456,,,openai,4456,B174
BRAZIL,,,,4459,,,openai,4459,B174
BRAZIL,,,,4568,,,openai,4568,B174
BRAZIL,,,,8351,,,openai,8351,B176
BRAZIL,,,,8355,,,openai,8355,B176
BRAZIL,,,,8359,,,openai,8359,B176
BRAZIL,,,,8363,,,orgIntel,8363,B176
BRAZIL,,,,8001,,,orgIntel,8001,B178
BRAZIL,,,,8005,,,orgIntel,8005,B178
BRAZIL,,,,8009,,,openai,8009,B178
BRAZIL,,,,8013,,,openai,8013,B178
BRAZIL,,,,8017,,,orgIntel,8017,B178
BRAZIL,,,,8567,,,openai,8567,B181
BRAZIL,,,,8571,,,orgIntel,8571,B181
BRAZIL,,,,8579,,,openai,8579,B181
BRAZIL,,,,8583,,,openai,8583,B181
BRAZIL,,,,8832,,,openai,8832,B182
BRAZIL,,,,8836,,,openai,8836,B182
BRAZIL,,,,5781,,,openai,5781,B183
BRAZIL,,,,4278,,,openai,4278,B184
BRAZIL,,,,4295,,,openai,4295,B184
BRAZIL,,,,8315,,,orgIntel,8315,B185
BRAZIL,,,,8319,,,Google Scholar,8319,B185
BRAZIL,,,,8323,,,openai,8323,B185
BRAZIL,,,,8331,,,openai,8331,B185
BRAZIL,,,,8335,,,orgIntel,8335,B185
BRAZIL,,,,8389,,,orgIntel,8389,B186
BRAZIL,,,,8393,,,openai,8393,B186
BRAZIL,,,,8397,,,Google Scholar,8397,B186
BRAZIL,,,,8401,,,openai,8401,B186
BRAZIL,,,,8405,,,openai,8405,B186
BRAZIL,,,,8093,,,openai,8093,B189
BRAZIL,,,,8097,,,openai,8097,B189
BRAZIL,,,,8101,,,openai,8101,B189
BRAZIL,,,,8105,,,openai,8105,B189
BRAZIL,,,,8495,,,openai,8495,B191
BRAZIL,,,,8653,,,openai,8653,B192
BRAZIL,,,,8657,,,openai,8657,B192
BRAZIL,,,,4936,,,openai,4936,B193
BRAZIL,,,,4948,,,openai,4948,B193
BRAZIL,,,,4983,,,orgIntel,4983,B193
BRAZIL,,,,5043,,,openai,5043,B193
BRAZIL,,,,5043,,,openai,5043,B194
BRAZIL,,,,3910,,,openai,3910,B194
BRAZIL,,,,3948,,,orgIntel,3948,B194
BRAZIL,,,,8299,,,orgIntel,8299,B195
BRAZIL,,,,8303,,,openai,8303,B194
BRAZIL,,,,8303,,,openai,8303,B195
BRAZIL,,,,8307,,,orgIntel,8307,B195
BRAZIL,,,,8311,,,openai,8311,B195
BRAZIL,,,,8367,,,openai,8367,B196
BRAZIL,,,,8371,,,openai,8371,B196
BRAZIL,,,,8904,,,openai,8904,B196
BRAZIL,,,,8904,,,openai,8904,B197
BRAZIL,,,,8908,,,openai,8908,B197
BRAZIL,,,,8912,,,Google Scholar,8912,B197
BRAZIL,,,,8920,,,openai,8920,B197
BRAZIL,,,,7077,,,orgIntel,7077,B198
BRAZIL,,,,7085,,,openai,7085,B198
BRAZIL,,,,7145,,,openai,7145,B198
BRAZIL,,,,7145,,,openai,7145,B199
BRAZIL,,,,8125,,,orgIntel,8125,B199
BRAZIL,,,,8129,,,openai,8129,B199
BRAZIL,,,,8133,,,orgIntel,8133,B199
BRAZIL,,,,8137,,,openai,8137,B199
BRAZIL,,,,8673,,,openai,8673,B199
BRAZIL,,,,8673,,,openai,8673,B200
BRAZIL,,,,8677,,,openai,8677,B200
BRAZIL,,,,8678,,,orgIntel,8678,B200
BRAZIL,,,,8681,,,openai,8681,B200
BRAZIL,,,,8844,,,openai,8844,B202
BRAZIL,,,,8848,,,openai,8848,B202
BRAZIL,,,,8852,,,openai,8852,B202
BRAZIL,,,,8856,,,orgIntel,8856,B202
BRAZIL,,,,8021,,,openai,8021,B203
BRAZIL,,,,8283,,,orgIntel,8283,B205
BRAZIL,,,,8287,,,openai,8287,B205
BRAZIL,,,,8291,,,openai,8291,B205
BRAZIL,,,,8295,,,orgIntel,8295,B205
BRAZIL,,,,8525,,,openai,8525,B206
BRAZIL,,,,8529,,,openai,8529,B206
BRAZIL,,,,8057,,,openai,8057,B209
BRAZIL,,,,8061,,,Google Scholar,8061,B209
BRAZIL,,,,8065,,,openai,8065,B209
BRAZIL,,,,8069,,,orgIntel,8069,B209
BRAZIL,,,,8685,,,openai,8685,B210
BRAZIL,,,,8686,,,Google Scholar,8686,B210
BRAZIL,,,,8375,,,openai,8375,B211
BRAZIL,,,,8379,,,openai,8379,B211
BRAZIL,,,,8381,,,openai,8381,B211
BRAZIL,,,,8385,,,openai,8385,B211
BRAZIL,,,,5840,,,openai,5840,B213
BRAZIL,,,,5864,,,openai,5864,B213
BRAZIL,,,,3224,,,openai,3224,B214
BRAZIL,,,,3317,,,openai,3317,B213
BRAZIL,,,,3317,,,openai,3317,B214
BRAZIL,,,,3547,,,openai,3547,B214
BRAZIL,,,,3551,,,openai,3551,B214
BRAZIL,,,,3551,,,openai,3551,B215
BRAZIL,,,,8251,,,openai,8251,B215
BRAZIL,,,,8255,,,openai,8255,B215
BRAZIL,,,,8259,,,Google Scholar,8259,B215
BRAZIL,,,,8263,,,openai,8263,B215
BRAZIL,,,,7809,,,openai,7809,B218
BRAZIL,,,,7815,,,openai,7815,B218
BRAZIL,,,,7921,,,openai,7921,B218
BRAZIL,,,,7932,,,openai,7932,B218
BRAZIL,,,,7932,,,openai,7932,B222
BRAZIL,,,,4782,,,openai,4782,B222
BRAZIL,,,,4803,,,orgIntel,4803,B222
BRAZIL,,,,4832,,,openai,4832,B222
BRAZIL,,,,4842,,,openai,4842,B222
BRAZIL,,,,1924,,,openai,1924,B223
BRAZIL,,,,2047,,,orgIntel,2047,B223
BRAZIL,,,,2132,,,Google Scholar,2132,B223
BRAZIL,,,,2261,,,openai,2261,B223
BRAZIL,,,,2354,,,openai,2354,B223
BRAZIL,,,,8746,,,orgIntel,8746,B224
BRAZIL,,,,8750,,,openai,8750,B224
BRAZIL,,,,8754,,,orgIntel,8754,B224
BRAZIL,,,,8173,,,openai,8173,B225
BRAZIL,,,,8758,,,openai,8758,B225
BRAZIL,,,,8758,,,openai,8758,B227
BRAZIL,,,,8772,,,Google Scholar,8772,B227
BRAZIL,,,,8776,,,orgIntel,8776,B227
BRAZIL,,,,8780,,,openai,8780,B227
BRAZIL,,,,4612,,,openai,4612,B227
BRAZIL,,,,4612,,,openai,4612,B228
BRAZIL,,,,4689,,,openai,4689,B228
BRAZIL,,,,4721,,,openai,4721,B228
BRAZIL,,,,4722,,,openai,4722,B227
BRAZIL,,,,4722,,,openai,4722,B228
BRAZIL,,,,4762,,,Google Scholar,4762,B228
BRAZIL,,,,2634,,,openai,2634,B228
BRAZIL,,,,2634,,,openai,2634,B229
BRAZIL,,,,2765,,,Google Scholar,2765,B229
BRAZIL,,,,2841,,,openai,2841,B228
BRAZIL,,,,2841,,,openai,2841,B229
BRAZIL,,,,8459,,,orgIntel,8459,B230
BRAZIL,,,,8463,,,openai,8463,B230
BRAZIL,,,,8467,,,Google Scholar,8467,B230
BRAZIL,,,,8471,,,openai,8471,B230
SPAIN,,,,8866,,,openai,8866,S001
SPAIN,,,,8870,,,openai,8870,S001
SPAIN,,,,8874,,,openai,8874,S001
SPAIN,,,,8878,,,openai,8878,S001
SPAIN,,,,8882,,,openai,8882,S001
SPAIN,,,,8012,,,openai,8012,S003
SPAIN,,,,8016,,,openai,8016,S003
SPAIN,,,,8020,,,orgIntel,8020,S003
SPAIN,,,,7498,,,openai,7498,S004
SPAIN,,,,7623,,,orgIntel,7623,S004
SPAIN,,,,7745,,,orgIntel,7745,S004
SPAIN,,,,7869,,,openai,7869,S003
SPAIN,,,,7869,,,openai,7869,S004
SPAIN,,,,7899,,,openai,7899,S004
SPAIN,,,,8838,,,openai,8838,S005
SPAIN,,,,8842,,,openai,8842,S003
SPAIN,,,,8842,,,openai,8842,S005
SPAIN,,,,8846,,,openai,8846,S005
SPAIN,,,,8850,,,openai,8850,S007
SPAIN,,,,8850,,,openai,8850,S005
SPAIN,,,,8040,,,openai,8040,S006
SPAIN,,,,8044,,,openai,8044,S006
SPAIN,,,,8047,,,openai,8047,S006
SPAIN,,,,8048,,,openai,8048,S006
SPAIN,,,,10731,,,openai,10731,S006
SPAIN,,,,10731,,,openai,10731,S007
SPAIN,,,,10784,,,openai,10784,S007
SPAIN,,,,10871,,,openai,10871,S007
SPAIN,,,,10908,,,orgIntel,10908,S006
SPAIN,,,,10908,,,orgIntel,10908,S007
SPAIN,,,,7092,,,openai,7092,S006
SPAIN,,,,7092,,,openai,7092,S008
SPAIN,,,,7096,,,openai,7096,S008
SPAIN,,,,8854,,,openai,8854,S009
SPAIN,,,,8858,,,orgIntel,8858,S009
SPAIN,,,,8859,,,openai,8859,S009
SPAIN,,,,8862,,,openai,8862,S010
SPAIN,,,,8862,,,openai,8862,S009
SPAIN,,,,7951,,,openai,7951,S010
SPAIN,,,,7956,,,openai,7956,S010
SPAIN,,,,8004,,,openai,8004,S011
SPAIN,,,,8004,,,openai,8004,S010
SPAIN,,,,8008,,,openai,8008,S010
SPAIN,,,,8890,,,openai,8890,S011
SPAIN,,,,8894,,,openai,8894,S011
SPAIN,,,,7165,,,openai,7165,S011
SPAIN,,,,7165,,,openai,7165,S012
SPAIN,,,,7238,,,openai,7238,S012
SPAIN,,,,7351,,,openai,7351,S012
SPAIN,,,,8886,,,openai,8886,S013
SPAIN,,,,8120,,,openai,8120,S014
SPAIN,,,,8124,,,openai,8124,S014
SPAIN,,,,8128,,,Google Scholar,8128,S014
SPAIN,,,,8732,,,openai,8732,S101
SPAIN,,,,8736,,,orgIntel,8736,S101
SPAIN,,,,8740,,,openai,8740,S101
SPAIN,,,,8744,,,Google Scholar,8744,S101
SPAIN,,,,8748,,,openai,8748,S101
SPAIN,,,,8752,,,openai,8752,S101
SPAIN,,,,8756,,,openai,8756,S101
SPAIN,,,,8024,,,openai,8024,S102
SPAIN,,,,8028,,,openai,8028,S102
SPAIN,,,,8032,,,openai,8032,S102
SPAIN,,,,8036,,,Google Scholar,8036,S102
SPAIN,,,,7008,,,openai,7008,S103
SPAIN,,,,7012,,,openai,7012,S103
SPAIN,,,,7016,,,openai,7016,S103
SPAIN,,,,7020,,,orgIntel,7020,S103
SPAIN,,,,8663,,,openai,8663,S121
SPAIN,,,,8667,,,openai,8667,S121
SPAIN,,,,8671,,,openai,8671,S121
SPAIN,,,,7056,,,orgIntel,7056,S121
SPAIN,,,,7056,,,orgIntel,7056,S122
SPAIN,,,,8152,,,openai,8152,S123
SPAIN,,,,8156,,,openai,8156,S123
SPAIN,,,,8160,,,openai,8160,S123
SPAIN,,,,8164,,,openai,8164,S123
SPAIN,,,,8627,,,openai,8627,S124
SPAIN,,,,8631,,,openai,8631,S123
SPAIN,,,,8631,,,openai,8631,S124
SPAIN,,,,8635,,,openai,8635,S124
SPAIN,,,,8639,,,orgIntel,8639,S125
SPAIN,,,,8639,,,orgIntel,8639,S124
SPAIN,,,,8643,,,Google Scholar,8643,S124
SPAIN,,,,5893,,,openai,5893,S125
SPAIN,,,,5914,,,openai,5914,S125
SPAIN,,,,8241,,,openai,8241,S126
SPAIN,,,,8245,,,openai,8245,S126
SPAIN,,,,8249,,,Google Scholar,8249,S126
SPAIN,,,,8253,,,openai,8253,S126
SPAIN,,,,8257,,,Google Scholar,8257,S126
SPAIN,,,,8261,,,openai,8261,S126
SPAIN,,,,8265,,,openai,8265,S126
SPAIN,,,,8431,,,Google Scholar,8431,S127
SPAIN,,,,8435,,,openai,8435,S127
SPAIN,,,,9268,,,openai,9268,S128
SPAIN,,,,9325,,,openai,9325,S128
SPAIN,,,,9384,,,openai,9384,S128
SPAIN,,,,9472,,,openai,9472,S128
SPAIN,,,,9531,,,openai,9531,S128
SPAIN,,,,7024,,,openai,7024,S129
SPAIN,,,,7028,,,openai,7028,S129
SPAIN,,,,7032,,,Google Scholar,7032,S129
SPAIN,,,,7036,,,openai,7036,S129
SPAIN,,,,8341,,,openai,8341,S130
SPAIN,,,,8345,,,openai,8345,S129
SPAIN,,,,8345,,,openai,8345,S130
SPAIN,,,,8349,,,Google Scholar,8349,S130
SPAIN,,,,8353,,,openai,8353,S130
SPAIN,,,,8684,,,openai,8684,S131
SPAIN,,,,8688,,,openai,8688,S131
SPAIN,,,,8692,,,openai,8692,S131
SPAIN,,,,8696,,,openai,8696,S131
SPAIN,,,,6909,,,openai,6909,S131
SPAIN,,,,6909,,,openai,6909,S132
SPAIN,,,,6912,,,openai,6912,S132
SPAIN,,,,6915,,,openai,6915,S131
SPAIN,,,,6915,,,openai,6915,S132
SPAIN,,,,8233,,,openai,8233,S133
SPAIN,,,,8237,,,orgIntel,8237,S133
SPAIN,,,,8615,,,orgIntel,8615,S133
SPAIN,,,,8615,,,orgIntel,8615,S134
SPAIN,,,,8619,,,Google Scholar,8619,S134
SPAIN,,,,8623,,,openai,8623,S134
SPAIN,,,,7064,,,openai,7064,S135
SPAIN,,,,7068,,,openai,7068,S134
SPAIN,,,,7068,,,openai,7068,S135
SPAIN,,,,7072,,,openai,7072,S135
SPAIN,,,,7076,,,orgIntel,7076,S135
SPAIN,,,,7080,,,openai,7080,S135
SPAIN,,,,7084,,,openai,7084,S135
SPAIN,,,,7088,,,openai,7088,S136
SPAIN,,,,7088,,,openai,7088,S135
SPAIN,,,,8277,,,orgIntel,8277,S136
SPAIN,,,,8281,,,Google Scholar,8281,S136
SPAIN,,,,8285,,,openai,8285,S136
SPAIN,,,,8407,,,Google Scholar,8407,S137
SPAIN,,,,8411,,,openai,8411,S137
SPAIN,,,,8412,,,openai,8412,S136
SPAIN,,,,8412,,,openai,8412,S137
SPAIN,,,,8415,,,openai,8415,S137
SPAIN,,,,8419,,,openai,8419,S137
SPAIN,,,,8423,,,openai,8423,S137
SPAIN,,,,8427,,,orgIntel,8427,S139
SPAIN,,,,8427,,,orgIntel,8427,S137
SPAIN,,,,4953,,,openai,4953,S139
SPAIN,,,,5237,,,orgIntel,5237,S139
SPAIN,,,,5743,,,orgIntel,5743,S139
SPAIN,,,,8565,,,openai,8565,S140
SPAIN,,,,8760,,,openai,8760,S141
SPAIN,,,,8774,,,openai,8774,S140
SPAIN,,,,8774,,,openai,8774,S141
SPAIN,,,,6932,,,openai,6932,S142
SPAIN,,,,6938,,,openai,6938,S142
SPAIN,,,,6941,,,orgIntel,6941,S142
SPAIN,,,,6942,,,openai,6942,S142
SPAIN,,,,6943,,,orgIntel,6943,S141
SPAIN,,,,6943,,,orgIntel,6943,S142
SPAIN,,,,8168,,,openai,8168,S143
SPAIN,,,,8172,,,openai,8172,S143
SPAIN,,,,8176,,,openai,8176,S143
SPAIN,,,,8439,,,openai,8439,S143
SPAIN,,,,8439,,,openai,8439,S144
SPAIN,,,,8443,,,openai,8443,S144
SPAIN,,,,8447,,,openai,8447,S143
SPAIN,,,,8447,,,openai,8447,S144
SPAIN,,,,5924,,,orgIntel,5924,S145
SPAIN,,,,5930,,,openai,5930,S145
SPAIN,,,,6178,,,orgIntel,6178,S145
SPAIN,,,,6289,,,openai,6289,S145
SPAIN,,,,6354,,,openai,6354,S145
SPAIN,,,,6679,,,orgIntel,6679,S145
SPAIN,,,,6838,,,orgIntel,6838,S145
SPAIN,,,,8112,,,openai,8112,S145
SPAIN,,,,8112,,,openai,8112,S146
SPAIN,,,,8116,,,orgIntel,8116,S146
SPAIN,,,,8357,,,openai,8357,S147
SPAIN,,,,8361,,,openai,8361,S147
SPAIN,,,,8365,,,orgIntel,8365,S146
SPAIN,,,,8365,,,orgIntel,8365,S147
SPAIN,,,,8369,,,openai,8369,S147
SPAIN,,,,8930,,,openai,8930,S148
SPAIN,,,,8945,,,openai,8945,S148
SPAIN,,,,1011,,,openai,1011,S149
SPAIN,,,,1014,,,orgIntel,1014,S149
SPAIN,,,,8569,,,orgIntel,8569,S149
SPAIN,,,,8569,,,orgIntel,8569,S150
SPAIN,,,,8573,,,openai,8573,S150
SPAIN,,,,8778,,,orgIntel,8778,S151
SPAIN,,,,8782,,,Google Scholar,8782,S151
SPAIN,,,,8786,,,openai,8786,S152
SPAIN,,,,8786,,,openai,8786,S151
SPAIN,,,,6987,,,openai,6987,S152
